Method,Average_RMSE,Average_MAE,Average_Actual_Return_Positive,Average_Actual_Return_Negative,Average_Actual_Return_Positive_Daily,Average_Actual_Return_Negative_Daily,Capital_Positive,Capital_Negative,Capital_Daily_Investment,Time_Taken
1_Day_Return,4.684045660925507,4.684045660925507,-0.38977652326597606,0.23625792739722717,-0.38977652326597223,0.23625792739723206,17.757153590878996,147.72410133423998,65.4812549251188,420.1201732158661
2_Day_Return,6.598748819076048,6.598748819076048,-0.605948171992498,0.2528985933427602,-0.30343444831838484,0.12636945048130066,38.496260542761455,126.17500441097569,64.67126495373704,419.8247780799866
3_Day_Return,7.97113157774,7.97113157774,-0.9492768369018665,0.5184650235991755,-0.31743217799428125,0.17252385854593655,32.284918967666876,133.3545831848803,65.6395021525471,477.8429465293884
4_Day_Return,9.194340817507703,9.194340817507703,-0.7020969330340507,0.1485091215252757,-0.1759882664788326,0.03710662175095969,62.61333831593684,107.09131055283189,69.70464886876874,590.7081828117371
5_Day_Return,10.260210401255463,10.260210401255463,-0.5738011610265799,-0.10891936125719352,-0.11502454091079084,-0.02179336920032915,75.32655007585721,95.94819976123246,71.27474983708963,580.5266559123993
6_Day_Return,10.416934875883381,10.416934875883381,-1.1277520278064532,0.2528197953218048,-0.18884801883540803,0.04209231361496091,61.84438972588166,108.21664334795861,70.06103307384028,579.5529727935791
7_Day_Return,10.343946377900899,10.343946377900899,-0.8903572084288968,-0.18703430354462505,-0.12768192770771236,-0.026740628499000163,74.9428042770724,94.7096011283091,69.6524054053815,560.1684122085571
8_Day_Return,13.161616959528585,13.161616959528585,-1.5090272793173507,0.3887233123867489,-0.18988560768006257,0.0485079782631459,62.84020324681016,109.475130739427,72.31533398623708,558.741913318634
9_Day_Return,16.054839677581146,16.054839677581146,-1.4661455327507338,0.418935221363292,-0.1639764857037318,0.04646191586767934,67.58189322028926,108.84418800655835,76.42608122684766,559.9112839698792
10_Day_Return,17.539201793023032,17.539201793023032,-1.880857234271714,0.7906776120474418,-0.18969687986968298,0.07878783496977348,62.94711248484721,114.94380686769658,77.89091935254386,558.6613471508026
